
---------- Begin Simulation Statistics ----------
simSeconds                                   0.110477                       # Number of seconds simulated (Second)
simTicks                                 110476826348                       # Number of ticks simulated (Tick)
finalTick                                110476826348                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1425.75                       # Real time elapsed on the host (Second)
hostTickRate                                 77486584                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8681512                       # Number of bytes of host memory used (Byte)
simInsts                                    261123623                       # Number of instructions simulated (Count)
simOps                                      312340957                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   183148                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     219071                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        232094174                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.888041                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.126074                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335032144                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177329                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      328715334                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 158175                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             22868515                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          18967128                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1187                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           231720627                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.418585                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.366103                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  77656227     33.51%     33.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  54773396     23.64%     57.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  50414321     21.76%     78.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  29462931     12.71%     91.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13679836      5.90%     97.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4516927      1.95%     99.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1101219      0.48%     99.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    112950      0.05%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2820      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             231720627                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  327637      1.39%      1.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 295769      1.26%      2.65% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   10524      0.04%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      2.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                 1188      0.01%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      2.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1969348      8.36%     11.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              998366      4.24%     15.30% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 722433      3.07%     18.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 277984      1.18%     19.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     19.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                959850      4.08%     23.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 73577      0.31%     23.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc             493679      2.10%     26.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     26.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift               246902      1.05%     27.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     27.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     27.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     27.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     27.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     27.09% # attempts to use FU when none available (Count)
