
---------- Begin Simulation Statistics ----------
simSeconds                                   0.099432                       # Number of seconds simulated (Second)
simTicks                                  99432254992                       # Number of ticks simulated (Tick)
finalTick                                 99432254992                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1355.95                       # Real time elapsed on the host (Second)
hostTickRate                                 73330352                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8625864                       # Number of bytes of host memory used (Byte)
simInsts                                    230470462                       # Number of instructions simulated (Count)
simOps                                      321829483                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   169970                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     237346                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        208891293                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.906268                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.103426                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       334223245                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    12117                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      329903884                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  37159                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12405878                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14032651                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 251                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           208614292                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.581406                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.333458                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  55037419     26.38%     26.38% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  48627200     23.31%     49.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  59006192     28.28%     77.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  26830467     12.86%     90.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  14461118      6.93%     97.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3205571      1.54%     99.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1246800      0.60%     99.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    176428      0.08%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     23097      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             208614292                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 4405225     11.29%     11.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  20195      0.05%     11.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    2528      0.01%     11.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                836045      2.14%     13.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  5349      0.01%     13.51% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    25      0.00%     13.51% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               218063      0.56%     14.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc            313178      0.80%     14.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     4      0.00%     14.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                 9581      0.02%     14.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    1      0.00%     14.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                 886267      2.27%     17.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     17.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                4526570     11.60%     28.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                    333      0.00%     28.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     28.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc               1724295      4.42%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                    0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     33.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd           5800557     14.87%     48.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     48.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp           1478591      3.79%     51.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     51.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 0      0.00%     51.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMisc                0      0.00%     51.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMult          2283878      5.85%     57.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMultAcc       1565557      4.01%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMatMultAcc            0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatSqrt                0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAdd                0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%     61.71% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%     61.71% # attempts to use FU when none available (Count)
