
---------- Begin Simulation Statistics ----------
simSeconds                                   0.110706                       # Number of seconds simulated (Second)
simTicks                                 110706443036                       # Number of ticks simulated (Tick)
finalTick                                110706443036                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1472.71                       # Real time elapsed on the host (Second)
hostTickRate                                 75171867                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8681512                       # Number of bytes of host memory used (Byte)
simInsts                                    261123623                       # Number of instructions simulated (Count)
simOps                                      312340957                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   177308                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     212086                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        232576562                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.889887                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.123739                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335374673                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177322                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      330981240                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 175100                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23211037                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19145529                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1180                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           232206622                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.425374                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.289690                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  73088796     31.48%     31.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  56756632     24.44%     55.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51588844     22.22%     78.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  35177850     15.15%     93.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12728576      5.48%     98.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2605483      1.12%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    252243      0.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      7391      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       807      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             232206622                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6311633     20.68%     20.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 363389      1.19%     21.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   16285      0.05%     21.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     21.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.92% # attempts to use FU when none available (Count)
